illuminance,smoke,size,distance,firm,power,band,quality,speed,hazard
207,22.46750637607764,12.790070093708197,35.08981723968675,No,55,29.189530547326804,120.0469448180257,26,1
195,10.790659681239115,6.842876025434423,40.69486475273515,Yes,20,28.4189674338039,43.446999319212885,17,0
139,12.358694079354963,11.594160907001495,26.60610494903844,Yes,38,16.423132562845407,84.20179010828856,54,1
193,15.758874254053978,14.598416453566664,22.949839675806714,Yes,62,20.587376291491925,84.31162469893754,39,1
120,25.973377714885224,1.3211750176809154,37.388428772948174,No,41,26.362748056263786,42.96837698379647,46,0
204,4.746030869551212,4.192371696921366,10.214308433912628,No,48,24.33361248729393,82.8895352961507,19,0
163,14.352076137560363,8.268809469272552,35.55852634580225,No,30,35.337415345786575,122.79889898564177,19,0
133,5.510820612299873,13.685324200771124,25.274635457391895,Yes,74,34.096708507930686,35.71107383633855,36,1
111,30.570264523396993,1.1871873266263695,35.35096506998289,No,62,29.403434285565744,59.8424546295926,35,1
189,4.978654366324448,7.251959041550128,17.443147411185528,Yes,52,15.949091243130871,76.92797948499587,15,0
196,1.40595673445174,7.955416866782821,39.097877114914084,Yes,25,15.927903210886214,46.6625200494477,43,0
118,22.475789225259856,3.7319618088212105,16.381618309005695,Yes,74,29.72559349365976,89.1989768243449,56,1
163,18.86648135454796,1.3318088141702016,11.729978375768368,No,36,35.454992123042516,125.4089174052795,56,0
118,22.576061180774843,4.599671433898254,28.871048418558317,Yes,14,34.514432064266984,74.8449586979668,17,0
207,23.108377836404372,1.5901878913414236,29.281118474273477,Yes,48,23.1747263313479,26.989376630500125,59,1
108,8.976203739051375,5.971096243764384,35.664260381004425,No,67,44.74825575299154,76.52294281481825,49,1
124,30.66889319175927,2.1158598143479677,7.886967930482564,No,37,26.011145836689646,135.55539714368103,60,1
153,13.244638417795773,2.002606051541274,35.04044017136412,Yes,43,40.16273365690439,95.53483209923898,16,0
174,14.013842369923696,3.756329049014774,35.32698307588153,Yes,55,36.82400194974703,34.08937541059688,28,0
111,22.85822566200011,11.531535743373466,7.323859097672381,Yes,47,33.84981184687183,133.90846164765057,31,1
111,0.3988791807832589,4.927457470127413,34.80573826196138,Yes,53,15.31804344738338,110.3284528372618,52,0
211,1.7743290565696028,2.0098072971427516,27.750220622333437,Yes,41,42.71487280378456,120.8671878369527,35,0
168,25.763027711953143,5.575207600019883,39.67090755975636,Yes,21,46.22196009565122,80.38629956516857,53,1
145,17.21502056933068,6.198410747175089,33.42771720277996,Yes,64,22.644544029089467,64.96737639824637,20,1
129,30.35215827096526,12.350989069818255,38.8498364452213,Yes,32,38.68196561407976,131.15958032951337,32,1
197,29.002114022238043,6.53482859422488,33.65770446595458,No,48,35.021615420450885,26.88958627753777,61,1
106,14.327420702402256,14.952382886063663,31.535340121675766,Yes,26,29.72610276980437,33.426668835293206,29,1
185,22.235409826590327,13.12417464549065,32.66984444708781,Yes,51,30.177565765307484,25.20455172207868,59,1
135,24.79164220364207,1.0673824198373736,7.955946433393766,Yes,36,41.9633462777142,11.65737729040258,31,0
153,16.179334439753397,10.717916461960895,41.31396084647451,No,68,33.387594051123855,146.1151652788843,31,1
206,29.176694611416444,1.2129874357206898,29.26081354560572,Yes,15,26.959937118480042,13.829862264474384,54,1
110,13.160588401296335,14.140214996053,10.780451578535196,Yes,39,23.4565245834765,4.683120603943703,56,1
143,5.563243816283671,1.8092109760606485,32.226823577959685,No,49,44.92425922193624,71.28529678190608,42,0
195,28.98907738280976,1.9610221646540704,20.294946165177,No,36,21.520119797365695,106.36064682624908,20,0
141,0.8901608481192325,11.285830984562871,31.050813772715053,Yes,15,42.495643376427694,62.927603025341924,19,0
155,23.156523779855267,11.07508434474592,23.01994715730143,No,74,25.938927616226707,4.859040008439104,28,1
206,14.569735317841234,3.0423484809522883,15.121196543446086,Yes,42,30.977253332785793,76.69771598658012,17,0
158,15.656719561114743,4.00870501587649,29.313237492313768,Yes,39,15.306366671688744,10.146578997476228,29,0
192,10.696321872394625,9.690687828199135,32.200337695000044,No,58,17.317547375199545,11.423514704320407,18,0
142,9.498127252393086,4.214638794568547,25.782364918289964,Yes,65,19.782205710772736,141.4201835485464,28,0
108,2.194217603226641,2.0785989551541144,25.830450776824648,No,60,38.74946489000078,122.87424190263606,61,0
112,3.139373163164735,2.427776932856247,32.40741643251389,No,53,20.744832913900694,37.536372482723976,38,0
134,16.357887965513562,10.539151728304493,18.301806963271012,Yes,45,33.77272254451935,84.42822557697464,37,1
207,5.923177804370829,9.778831087019016,30.308457207922125,Yes,46,25.597989431419244,14.878445240780636,19,0
112,6.475912654092084,14.743242023220192,42.45261092421026,Yes,15,27.431866205346072,115.58102030038837,42,0
156,14.736740543420973,3.0695163081893826,13.860338086247243,Yes,57,41.92995955238354,88.76773150994825,35,0
215,4.697025168312595,11.374344748626456,9.953457153366672,No,32,19.103403672528174,41.85162958567709,54,0
103,6.082796079505082,13.508186411201741,10.667529545545623,No,67,27.281462482917433,24.415053340059686,15,0
102,18.305086277618628,4.94954136030192,25.383968036489236,Yes,18,41.8059721092976,80.73951375457888,63,1
176,4.962222163363162,14.025461153549584,22.759924257389812,Yes,43,18.447076078164102,97.50125833588922,56,1
187,16.475103264274082,7.022838388123077,7.0677716421822145,No,23,33.58883910865198,25.80301726366226,30,0
146,30.633154130502408,10.7184598247709,42.45489764094755,Yes,31,22.350237352387268,73.02271843260687,55,1
137,3.600155834996659,7.379510936149742,21.399065075260552,Yes,71,29.996742175058404,145.92255600934075,37,1
146,17.880026682578713,14.500425487730354,35.559718563156665,Yes,41,37.56198327589178,1.0961394698249178,33,1
161,25.94360500646252,10.194657075908362,28.49832263920637,No,36,22.758057285688565,143.68969995932326,22,0
102,27.831638266812423,12.191236747235678,7.402961553507326,Yes,64,42.50264856063987,54.27896826697814,43,1
114,28.305402840316326,10.103451447358305,37.17325669941609,Yes,38,39.56763342120546,117.10293116639856,32,1
216,11.432760997453753,13.422370668074779,16.974627827814473,No,66,21.092875907656992,139.3035581549315,35,1
149,1.067991265049934,10.97171417401157,21.131194962950417,No,14,33.06029374431152,4.444514289509366,44,0
162,22.906838624438404,12.266817902466922,11.90709845048043,Yes,25,44.91119345472622,9.385677324918873,52,1
149,6.87003922813939,4.692845491595078,37.82948240549609,Yes,19,40.62662400721905,145.4220850434834,54,0
184,16.75000614931465,4.252828172007193,30.15075418576364,Yes,14,33.61711448981224,19.48191911009439,52,0
178,22.545665191485508,5.999447514210013,19.99109132170108,No,59,18.098518043737368,143.2114099070024,46,1
178,0.09942223322051688,1.5954926049654055,34.416848687390434,Yes,22,28.51363342551871,121.42115747549417,18,0
201,10.887808457306015,9.703059361511558,23.95687579097521,No,51,35.29001623340672,37.34659640141913,43,0
132,1.228241939477701,4.6343638566765,34.423313682548674,No,16,46.463732453331176,120.83124206533275,24,0
175,0.5273621586155527,13.701763515903846,15.303794211616202,Yes,76,15.73656219636411,86.79976894326711,18,1
102,31.194664150697587,9.387808125686067,34.06533452830968,No,51,40.403116348527675,21.20571391241501,43,1
210,3.6077084308066865,11.899872700086512,29.763903233156633,Yes,45,20.398428762964652,4.6590456458800436,18,0
166,22.312981643381196,11.920007358835555,30.829921089992823,No,56,36.50869985548499,54.695101499779874,18,0
217,6.462113848912054,10.295953927302248,29.524327108830725,Yes,52,32.630779060319725,39.3628051408199,41,1
195,6.410090843504408,10.528036651452775,17.226489573740245,No,73,39.99937809123021,87.04893396543483,30,0
212,2.434358298586428,3.8930730453589044,22.274102776423405,Yes,38,18.780209701110987,58.53439992868217,18,0
207,15.471493405062004,6.624752650260925,10.867524692469818,Yes,57,19.658048556701296,105.98516661428539,41,1
166,28.78306236193533,3.1636158518158637,11.812155894614957,No,44,19.173505898267784,32.509895494401725,49,1
102,19.432654516121108,2.8083061286884377,26.018557790432197,Yes,68,24.684519542180713,93.83228775607641,34,1
101,4.038125535352267,6.532703660859715,26.17810639223398,Yes,77,36.885414678522444,62.103018007654036,45,1
167,30.402450457075613,14.845769385612563,38.08469658457178,Yes,62,33.426576011102696,121.43530174546027,62,1
114,22.856436393814146,9.179132487231302,33.726125658447415,Yes,62,16.01551839432974,122.18416833762319,62,1
168,7.67545513369671,3.5606232518515437,35.11190444377043,Yes,51,29.40656066044654,26.626339666519353,46,0
185,3.0554346684212152,8.650301350738781,31.459975621152665,Yes,38,23.578508988139546,124.06357187388976,39,0
160,16.680636539184125,9.294089218052335,39.09329391671419,Yes,68,26.906676771759212,122.753834997871,47,1
110,0.9359155607283284,7.623063794945933,37.63979145835125,No,19,25.206563233957024,21.18761541215026,25,0
178,26.181045625039115,1.4601243179111818,9.344617493542618,Yes,36,27.893541088430474,105.4241321139142,38,1
133,13.950712457906704,13.572530267853923,17.83457743653728,Yes,44,35.60556824711146,80.89277026570775,33,1
131,2.801413027952245,3.0516234761696976,9.704978375230494,Yes,18,28.3163121101365,98.09799387014536,40,0
132,17.521100577086653,2.770867996525889,33.159910745505584,No,27,20.875225810615305,61.56473508960614,21,0
116,21.85574119178562,8.218272282836944,34.14798145182785,Yes,63,34.51558958782199,120.31542370497364,17,1
126,28.356165706631046,10.00766105489475,32.88048580380696,No,16,46.04226802351002,106.92836690592797,35,0
104,19.2954815066772,7.916796058425357,24.74409633127901,No,50,22.077647440032145,63.62195406169636,60,1
189,4.217600721666197,7.808894170561301,17.819939264035078,No,60,33.32789976492648,54.18985399385759,58,1
207,10.075227295207533,14.858456264917464,28.621554156640023,Yes,57,39.74424954836944,88.82963403754366,15,1
158,30.78684396474239,6.706357820747947,20.379775410934702,No,23,27.59972898283878,126.61795634149692,18,0
113,2.857160713605545,2.2180709216426804,28.263799079875753,Yes,15,30.964028535299825,94.83507400654632,21,0
205,17.29963376262391,9.308441492585413,21.766714738147478,No,33,38.514493908470946,109.83903793546432,54,1
112,17.61557340809552,5.193509556666175,24.523489632610435,Yes,16,39.47465259744239,98.35482797097161,46,0
143,2.0300104025167225,9.12715876912362,35.30234934495026,Yes,41,38.20604338486713,58.55084220742761,49,1
135,9.637694224989886,6.546767596211815,31.01779137467352,Yes,34,16.549165189119194,131.896250370976,15,0
203,11.43562140419803,13.585934592943715,37.14866096074348,Yes,36,26.69311152757826,56.422047952045965,56,1
139,4.817739253020136,12.926688654767656,25.407535043000287,No,71,31.312804777432998,39.53156885636646,39,1
135,26.401699575978483,2.6932392395016094,15.730970255307978,Yes,55,15.291787593670277,75.54053871651867,25,1
155,22.325455620447254,3.845901269250823,29.82345459833637,No,14,27.574105071267176,58.41443168711233,56,0
161,10.344819740761888,2.5249031896374565,9.359470698372407,No,20,41.82349241449829,140.52370627697664,40,0
213,5.5666817977018255,11.85889677525591,19.24109343418118,No,21,44.55674482086235,92.1994223867211,22,0
144,1.3957424501463216,10.126869618320457,14.994882046784847,Yes,64,43.54005634888094,62.03406031580952,36,1
199,0.13276842515961906,5.25636727776914,32.17337972648474,No,17,32.61590603560877,50.08521990555731,32,0
132,4.625609989291067,5.848971987206939,21.01048575096265,No,23,41.02653353387882,4.481656206575579,46,0
125,18.259164946170305,14.372962003284876,36.688805042788914,Yes,46,22.91647455454867,52.683953550418174,36,1
214,5.024377322675125,11.81778988229631,14.907356707879572,Yes,60,40.55637844608565,33.79312814291573,24,0
171,2.228688092752198,7.886133480405029,19.762549030184257,No,20,25.362017815856113,44.70727967620077,44,0
191,12.76222853103865,10.70945627056507,15.881374316222622,No,70,16.63850238424248,107.43412876539183,23,0
184,21.012961541847435,9.600982475908982,36.683949541082704,Yes,28,40.396947710474116,126.7362901629696,42,1
103,10.311198461798632,14.071789201917792,18.830271292005442,Yes,39,16.757026234903527,137.28455881003586,55,1
196,29.576408714102246,1.042164760876279,20.144873766543697,No,18,31.984032080883,110.7212431352412,33,0
115,28.771778724538954,13.112425776324386,36.45996699806115,No,74,40.6325654211479,111.2227918528361,38,1
139,25.72540718472051,14.760563826124146,26.912587493259338,Yes,36,32.71077274979262,44.00596201974202,43,1
116,30.81787214224859,12.175432533641105,14.108053074491158,Yes,32,35.16322910956369,52.19882824483274,61,1
113,12.676835736404033,5.073589691903479,23.206759100331816,Yes,51,14.741024721340818,52.7640138323461,63,1
147,9.871232441896407,5.0640654894993915,15.906578734507624,No,21,20.183587368735274,68.45559573277225,61,0
148,12.876373260072691,3.701676214551747,20.79585054382978,Yes,17,43.027233656801315,119.50522397066035,35,0
141,7.78847057932584,6.9233547084383655,36.88977349058739,Yes,15,46.52495948594171,18.57435112206653,54,0
176,5.960840942014973,5.627641899531374,14.849030534208561,Yes,46,17.866308497130643,88.80537915722924,40,0
198,13.95857291956568,6.08712373032685,28.284534296008523,Yes,64,23.401153420193765,81.99898346940309,33,1
195,3.847839778721944,9.781131326110401,33.868645252505935,No,44,26.35470127143886,110.13897505537821,37,0
144,22.231700219224926,10.136199373436824,31.890465305133517,Yes,48,25.79502860412731,80.11315769753996,59,1
183,22.31426956003754,9.419055014159577,8.863138038810018,No,71,17.022318147244338,68.96294727662551,52,1
186,19.552398669783678,11.125647631942272,17.09565157198646,Yes,73,25.112534605014687,6.537665447916549,19,1
198,18.386287419315824,2.051718149513001,16.991855370778683,Yes,44,20.14677950003689,111.29121471514283,33,0
189,23.914758787779913,8.96624498470008,10.447886232727335,No,21,38.90202782307547,53.406062299978224,55,1
167,4.295811426414605,1.7025255075452619,37.754073673783935,No,21,37.9416195087681,67.03940631067717,34,0
185,0.7805462541549232,5.624084730306237,11.753039105361115,No,52,37.987513317742255,23.567409700244603,47,0
161,1.793439892599631,3.936640076640459,11.92067325665445,Yes,30,31.832692887987037,69.24124454876461,55,0
182,23.85394377860611,9.257269052501949,29.472093771376876,Yes,63,35.3933824403116,81.29698431519672,38,1
186,2.0977429687941385,6.319514902536177,13.933315054056386,Yes,46,25.41048475055058,2.6181602779331814,20,0
111,8.967300137169275,5.347520160615963,32.67087659492638,No,65,39.35038237074825,106.70939270966005,43,0
188,4.77637897928513,8.269978557082089,31.091503499323295,No,18,18.88454645840156,136.19352944133584,41,0
190,8.06955780739765,6.6657947350482,42.47244511910993,Yes,31,22.357650390422652,125.97700919152422,47,0
107,28.62475546038415,2.9583620473802252,13.768984435329916,Yes,26,23.679123787052887,106.90553061417681,16,0
133,9.421532705822536,3.3898034813243023,8.640186121649096,No,65,15.651343729866841,10.609353712563967,29,0
184,21.332119788822475,8.37304593744496,28.377442336600865,Yes,65,16.245525793604735,98.56325625877206,61,1
118,1.5101554687790049,8.171350798204244,18.15026303057462,No,42,35.36812772072429,107.46856472544056,63,0
132,18.535020790220834,11.770220867125976,15.957938089253503,Yes,39,30.865226761634567,145.86762833568895,34,1
101,16.73181335928261,6.173660323288955,39.95088847984703,Yes,50,20.529383418530102,10.025787384758848,52,1
185,25.52640721409433,13.94566329356531,37.52056383186352,No,51,29.80933551746357,92.48400487453554,30,1
144,13.436259384212377,11.825779523349354,28.942636362777968,No,14,29.473481519422535,3.5639354468551425,46,0
151,12.015244564154868,3.522577545889067,32.97610127520859,Yes,75,32.17825463831525,23.70559546686842,40,1
169,18.877494001158432,6.811059289806185,21.12886603254649,Yes,62,20.86331037546555,40.52687349134797,34,1
176,20.10416448517776,10.438034806212665,13.257363421141733,No,28,24.042989871855454,62.88274708106156,36,0
193,12.618632585870378,10.466950011768404,35.496760746190105,Yes,58,14.887341998475225,9.102040366781972,61,1
150,11.496278659130747,5.650117639153859,31.780961512646854,No,43,34.63132583402988,114.17729037357789,25,0
214,16.939345901635964,2.111706301141954,41.698108091232235,No,40,18.535347256114186,139.79809859153556,49,0
145,3.3255599976066086,11.078503594801443,12.855530641127991,Yes,14,21.947814056194076,12.074303119626451,16,0
185,14.701253785607552,1.6250990120808637,39.58180042175743,No,52,39.84782277496393,87.34501486169721,38,0
165,26.624392608726218,1.7402901950517249,39.2208927193113,No,37,23.11000300569787,77.0924570335737,18,0
108,25.05003400183916,8.964162761976793,18.795721276172237,No,65,29.98693143724409,21.659011618625414,35,1
136,8.930494630866251,6.560759352253388,9.701803053032679,No,27,33.25689948218396,35.494918259859325,45,0
101,16.41231098315799,7.357474250255557,22.50217610124563,Yes,44,20.878149220233595,87.90111310473567,47,1
169,2.59525969736146,7.852080616238361,29.579609248525067,No,19,22.75064495984767,124.44489280192875,54,0
106,11.081657330672162,3.638541576660938,20.574753128733082,No,35,19.364107780514846,93.91630177547118,44,0
138,17.245799282058854,3.446718268025858,8.12927521657419,No,53,18.03395708776734,59.81068415001957,49,0
167,6.386830161773038,4.473285028499163,21.679381751132393,Yes,41,21.14256949778988,67.40535221524219,31,0
164,30.45269393109307,1.8147092651148382,19.6781935037241,Yes,56,46.457482328249384,33.19359599899711,47,1
127,11.099635665735928,15.225438149946275,17.596448787467107,No,20,27.163891706793585,8.084939219294045,17,0
112,19.628452898842607,12.19018941964091,7.3586852042256075,No,47,37.48622120210791,133.80479397557977,35,1
105,24.176942026402187,10.089062518546264,37.84842131240779,No,66,23.93562500431631,80.92089445386075,39,1
189,17.339684503311496,13.291680508460837,32.443294494070656,No,24,39.79548770358297,117.20340291473366,39,0
178,30.420759859188784,3.7403258847173393,37.00724919651067,No,43,22.23912935734393,106.24686198369167,30,0
171,21.10509043846177,11.33694744050781,33.70252456995761,Yes,25,42.85172829643934,16.72926559692975,42,1
138,13.836398468475622,7.624355211005842,12.11923491191786,No,32,43.214202110580956,141.66011969080714,28,0
216,18.692945699920884,9.983210833371357,23.595113738295197,No,76,44.19514668832511,125.89072602038875,57,1
202,23.073909234527044,10.60953453487861,42.09110483086845,No,57,43.10512914435357,79.23569027505238,23,1
135,13.890005851477127,5.141877098270692,17.966207914575364,Yes,75,21.1074595250257,3.141573050026106,49,1
112,28.46819749145555,5.521206484017894,16.469159961484365,No,18,43.94832143307697,10.71741887604459,24,0
177,13.037043598256819,12.719188409237235,21.112195262083723,No,41,16.269318895317294,64.74096042555101,18,0
152,4.445845994447575,6.221856885705792,39.00994485627922,No,50,15.897170631445235,22.215240368545587,30,0
160,23.126702421798065,2.080857031041951,41.170445962668374,Yes,63,19.851113320908524,53.66407755617999,17,0
119,23.588323705853604,14.064883921663679,40.64142178103821,Yes,51,37.37045911643988,31.458922686084104,39,1
188,5.032430187567333,10.1535079187732,27.091336397082827,Yes,70,45.64039788590061,122.8701724216147,15,0
186,21.677773399763886,15.257945547394138,28.114594332275644,No,15,30.732399020499937,101.9101812604959,38,1
202,10.23446486531544,4.762699331066198,41.46185009210228,Yes,39,29.312856959729025,112.9552015435038,23,0
197,28.29877264746528,11.631538878824786,17.444671726778083,No,26,30.711519793991403,129.0131701043961,44,1
119,4.150630728968451,3.540854312934876,29.77109874009114,No,60,45.78511953479355,64.14496243689105,19,0
193,10.257618462134246,4.489628081096132,25.793920961616493,Yes,58,22.530238775647987,2.066784406526809,21,0
181,15.941279352337023,9.216850389668638,31.104842845162274,Yes,34,30.321506872698944,141.4974304504463,47,1
187,19.930077361117664,4.6802272668042235,8.644605229255626,No,60,34.03560786692711,83.11359484947045,23,0
146,7.9434231721381146,9.119635338414819,16.58598994878878,Yes,42,22.45518903231983,61.44182916068368,24,0
123,17.444535738633352,12.477626769500413,36.61538395374894,Yes,24,17.18389187375632,114.22486128251353,54,1
135,20.92700958096621,13.218743562504757,34.2257413426233,Yes,40,36.45813391791357,56.33123038620902,54,1
200,15.654485221310681,1.6041984752645249,33.44706754400084,Yes,57,41.22794776053233,27.754239237128235,35,0
120,1.8222675016299759,8.39070908030973,30.37126486736178,No,33,45.144042997613084,136.9881916030605,48,0
168,16.08517843949847,1.9648800161012439,35.36495751318069,No,54,22.144101415551972,95.60337188084942,36,0
158,22.850762282944256,11.590487029303636,23.048970652899165,Yes,20,41.77507531226893,100.92304988617938,24,0
101,24.094990565194678,10.2030171354574,28.315298944649108,No,62,26.635651455666626,7.6434016586035005,41,1
179,30.961775971304114,10.566247912840847,41.56711692218655,Yes,51,30.48816931346767,9.226787500398952,44,1
181,25.361842067722534,14.126599328059596,24.254633227770277,Yes,52,22.775278546710517,128.29251867284822,57,1
194,2.7931209483984207,14.393214177518626,25.8766355189697,No,71,26.790198140371817,12.837056207486057,58,1
161,15.850475498731265,13.795562419598214,24.420081109453108,Yes,25,33.89811252896881,110.66533109669554,33,1
139,27.06267420377094,2.058926778101402,17.09598643490101,No,60,29.43095442826921,12.6204977395226,34,0
106,18.567138822554107,2.6001903649101905,33.353779885738604,No,48,35.84215349454132,34.88354322552073,26,0
165,30.925235012578423,8.552396780160798,37.75006535503968,Yes,14,17.184914503532774,6.938067323103982,30,1
109,5.744306481402784,6.007903471771993,39.197424573505835,Yes,61,44.03290474820081,15.5814200003676,60,1
176,5.999597149772352,1.6606553586615131,23.602334168691755,Yes,51,18.51531840920162,12.352710678674985,42,0
166,19.214672568412087,13.326530125225315,15.760110163604567,No,42,18.114431854303607,51.72273764815511,45,1
140,20.790542351474205,2.0865169818600666,20.418216674478813,No,27,36.59427775432142,19.636653963738826,47,0
203,6.199306478840633,9.916015849950098,42.20300629080056,No,40,27.639236432380294,30.849072207122056,50,0
117,8.33757255295543,9.319518943164141,18.994935804270355,No,25,44.367299948806604,87.91754911744921,19,0
136,15.315569675125143,14.892779610203975,26.801409686032642,Yes,24,27.950686538631828,132.96504296580446,57,1
217,11.737391530026727,1.018749567962105,22.284821409125577,Yes,57,42.044860368796705,67.32337814555372,56,1
198,21.828248515875455,4.965202336477864,18.605674542845527,No,63,27.328283940580736,140.8830837651114,39,1
208,2.6966742636655345,2.6722957655676582,38.442513561795224,Yes,67,24.286437545536256,90.16121218671975,25,0
211,22.560276183346772,14.694318661596016,27.106797443884602,No,72,42.76819601717155,52.93308521370172,36,1
109,18.50953611939085,13.12238445888757,24.172917557793376,Yes,33,32.8685541821913,83.7053471058025,32,1
186,21.177702662715486,14.757350317122832,33.78006826302385,Yes,17,45.006062550647,19.030468461271795,15,0
201,12.427760061039494,3.022278874732751,38.27981951183697,Yes,61,22.210667792578466,142.1245373818533,15,0
188,19.14557721283766,11.207541365554533,14.277259010778447,Yes,58,19.244199762052972,3.171957164448319,31,1
182,17.100131999630133,9.077402626965561,18.81693380099997,No,37,39.841530300859304,100.59543281960049,61,1
159,26.288299498597617,2.7174332884491186,32.63466995627233,No,50,35.89123925710029,113.55216908872296,17,0
156,23.139275977539107,8.340858948337713,27.05114872973465,No,34,39.20317751870101,51.58437070079218,54,1
147,14.154179239365906,6.355702069951834,36.425280443099005,No,60,44.54257082450938,23.21525276784891,53,1
122,27.266300074999993,12.906750230082407,33.79408556973812,Yes,67,40.38442477114673,134.1878955726935,41,1
116,30.660510577932914,7.030077031767421,26.610606065903717,Yes,71,40.83071638883855,132.57846357181512,26,1
216,13.327039243856598,3.066837152598433,29.205871093193032,No,54,40.60391123565754,117.66121007776299,47,0
185,17.540794836464325,3.938338471027669,12.653814717629043,No,18,29.508810366940367,77.00489670505087,31,0
127,15.425778635797462,5.804729989158778,24.549601478426894,No,47,44.92160081255539,29.2107316319175,38,0
176,2.2997244934791747,3.0586818046891007,9.479636502046993,No,55,17.519599553327552,49.41113500495675,16,0
180,2.1989899109066195,8.839457441458407,9.52355885487539,Yes,72,27.978716856341855,138.64660528457625,37,1
134,22.97856324372583,2.7850516967371886,18.971181778225613,Yes,33,26.22113602163759,47.208823971211466,61,1
181,8.709741171912231,10.20516418372221,23.72422932578776,No,69,30.771247984800564,53.451731333782284,50,1
109,15.288645788133538,6.928791245264636,12.031188393760383,Yes,24,19.076484153247357,72.14720208347961,20,0
142,8.833445193138317,1.0844888007463342,29.36137792129285,No,31,34.04518184325774,92.12090316122003,29,0
115,18.899801698920335,3.712371555792532,12.963368087121712,No,67,45.815120128990245,66.57451009469949,18,0
121,6.050205379560687,9.490385856294498,37.94898615617102,No,31,22.79365960193202,2.181189147330682,16,0
199,11.36767474176792,10.786956004865857,27.76966424236508,No,60,29.77475582020547,97.67568067083909,41,1
200,7.524814930463591,1.3775344045168056,35.41381968253522,Yes,60,42.131387529513454,40.536254241570376,26,0
192,11.790447030326465,4.8936047841910835,8.38534833493389,Yes,37,31.384136877776253,131.0975083814294,42,0
164,19.480671235015464,13.591479556779092,25.562281726372554,No,14,44.10222386522888,115.94529597291637,31,0
129,11.827797533314804,8.091766194363172,19.071887229394996,Yes,41,34.82568831386732,67.28672548375962,26,0
203,1.5849213860750677,7.3512249729027825,11.661543973616045,Yes,75,34.544786504050776,98.50585075468388,26,0
215,8.80296154603832,10.897235678630638,16.93815978472022,No,71,34.77123610403921,3.87339529749607,17,0
103,29.520151336015,3.5553474924822894,7.844509484785666,Yes,51,15.476916191439804,69.05060137200552,58,1
